year,county_name,fips,total_pop,total_pop_15to64,total_jail_pop,female_jail_pop,male_jail_pop,jail_rated_capacity,total_jail_pretrial,total_jail_sentenced,total_jail_adm,black_jail_pop,latinx_jail_pop,white_jail_pop,aapi_jail_pop,native_jail_pop,total_jail_pop_rate,total_prison_pop,female_prison_pop,male_prison_pop,black_prison_pop,latinx_prison_pop,white_prison_pop,aapi_prison_pop,native_prison_pop,total_prison_pop_rate,total_prison_adm,total_incarceration,total_incarceration_rate,fiscal_year_ending,total_governmental_expenditures,public_protection_expenditures,public_protection_pct_of_govt_expenditures,probation_expenditures,felony_probation,misdemeanor_probation,total_probation
2022,San Diego,06073,3276208.0,2206086.0,4491.8,598.6,3834.7,6189.4,2847.3,1644.5,51363.0,959.6,1855.6,1386.0,155.3,21.5,203.6,,,,,,,,,,,,,2022,5764824643,1730018681,30.01,145002005,6952,469,7421
2023,San Diego,06073,3276208.0,2206086.0,4512.6,599.6,3776.0,6179.0,2700.1,3162.5,51262.0,927.8,1876.7,1343.6,149.2,19.6,204.6,,,,,,,,,,,,,2023,6041894768,1885689374,31.21,153287699,7002,529,7531
2024,San Diego,06073,3276208.0,2206086.0,4130.0,,,6178.0,,4130.0,51223.0,,,,,,187.2,,,,,,,,,,,,,2024,6826445618,2160691237,31.65,167117119,6734,522,7256
2000,San Francisco,06075,777885.0,577828.0,1856.0,220.1,1638.7,2037.6,1456.2,399.8,46322.0,857.4,440.4,496.9,51.6,32.0,321.2,2527.0,132.0,2395.0,1558.0,274.0,480.0,68.0,24.0,437.3,3098.0,4339.3,751.0,,,,,,,,
2001,San Francisco,06075,780865.0,581606.0,1814.0,231.5,1658.5,1847.8,1553.5,260.5,44928.0,944.7,444.5,414.6,74.5,28.8,311.9,2377.0,130.0,2247.0,1465.0,266.0,435.0,73.0,21.0,408.7,2783.0,4145.7,712.8,,,,,,,,
2002,San Francisco,06075,772723.0,574585.0,2128.8,248.3,1884.9,1879.4,1879.5,249.3,43852.0,1141.7,436.8,407.0,106.9,27.9,370.5,2213.0,135.0,2078.0,1347.0,235.0,440.0,62.0,19.0,385.1,2411.0,4302.4,748.8,,,,,,,,
2003,San Francisco,06075,766160.0,569023.0,1934.0,212.5,1742.5,2069.2,1689.4,326.1,41785.0,1041.7,404.2,370.1,108.6,21.5,339.9,1985.0,107.0,1878.0,1227.0,206.0,366.0,61.0,20.0,348.8,2118.0,3879.1,681.7,2003,5516088939,800789472,14.52,9560879,0,0,0
2004,San Francisco,06075,761325.0,565911.0,1770.8,199.5,1574.8,2096.1,1364.8,406.0,41629.0,952.1,328.6,378.3,86.1,17.2,312.9,1859.0,96.0,1763.0,1118.0,199.0,354.0,54.0,16.0,328.5,1950.0,3580.1,632.6,2004,5676261015,773332401,13.62,9245143,0,0,0
2005,San Francisco,06075,763016.0,568106.0,1786.0,207.9,1579.9,2160.6,1321.3,464.7,37080.0,951.7,296.1,426.2,69.8,15.6,314.4,1851.0,102.0,1749.0,1131.0,203.0,337.0,52.0,16.0,325.8,1868.0,3573.8,629.1,2005,5200884427,806296121,15.5,9564853,0,0,0
2006,San Francisco,06075,768650.0,575049.0,1900.5,239.2,1669.8,2265.5,1336.9,563.6,36730.0,1008.8,323.4,457.0,72.1,15.3,330.5,1813.0,85.0,1728.0,1112.0,204.0,298.0,52.0,16.0,315.3,1778.0,3629.9,631.2,2006,5889196564,875826723,14.87,10873591,6388,1206,7594
2007,San Francisco,06075,778673.0,584032.0,1971.0,263.1,1719.4,2353.2,1545.8,425.2,36553.0,1109.2,321.5,422.2,87.6,15.3,337.5,1698.0,86.0,1612.0,1034.0,172.0,309.0,50.0,12.0,290.7,1775.0,3582.4,613.4,2007,6340270159,962805820,15.19,10907274,7811,1064,8875
2008,San Francisco,06075,791152.0,594735.0,2020.2,259.0,1765.7,2360.0,1694.6,325.7,34791.0,1183.3,312.1,377.2,102.5,14.4,339.7,1778.0,105.0,1673.0,1078.0,200.0,303.0,62.0,14.0,299.0,1900.0,3768.8,633.7,2008,6562941444,1037122119,15.8,11448773,6303,871,7174
2009,San Francisco,06075,801922.0,603335.0,1971.2,237.0,1733.0,2360.0,1617.0,354.3,26058.0,1149.7,303.4,367.4,102.4,12.7,326.7,1732.0,99.0,1633.0,1016.0,215.0,317.0,50.0,11.0,287.1,1742.0,3687.3,611.2,2009,6863366712,1029980249,15.01,12100982,6892,937,7829
2010,San Francisco,06075,805577.0,605129.0,1755.8,194.2,1577.3,2360.0,1458.3,297.4,25896.0,1032.7,272.2,330.4,94.0,10.3,290.1,1640.0,84.0,1556.0,958.0,209.0,291.0,50.0,13.0,271.0,1573.0,3377.6,558.2,2010,7150360709,1049619836,14.68,11488654,5116,1144,6260
2011,San Francisco,06075,816125.0,611914.0,1533.8,153.1,1378.9,2360.0,1261.6,272.2,25649.0,892.6,234.9,285.2,83.0,7.9,250.6,1376.0,57.0,1319.0,778.0,182.0,234.0,50.0,12.0,224.9,1163.0,2847.8,465.4,2011,7215033725,1062055012,14.72,11870089,4876,1296,6172
2012,San Francisco,06075,829780.0,619915.0,1527.2,162.5,1376.5,2210.4,1184.7,342.5,26735.0,870.7,215.7,324.5,92.4,6.8,246.4,1183.0,37.0,1146.0,664.0,154.0,196.0,46.0,13.0,190.8,213.0,2548.6,411.1,2012,7528148854,1115656578,14.82,15536757,4208,1438,5646
2013,San Francisco,06075,840867.0,625444.0,1371.8,140.2,1161.8,1693.6,905.2,466.6,23596.0,709.4,178.5,312.4,82.9,5.3,219.3,1096.0,25.0,1071.0,615.0,154.0,175.0,42.0,10.0,175.2,181.0,2408.3,385.1,2013,8796250917,1176321902,13.37,23205131,4005,1514,5519
2014,San Francisco,06075,852427.0,631597.0,1268.2,129.9,1161.6,1889.0,828.9,439.4,21315.0,659.8,192.2,299.5,94.7,6.8,200.8,997.0,22.0,975.0,562.0,148.0,149.0,39.0,8.0,157.8,140.0,2070.8,327.9,2014,9186897131,1202775639,13.09,23489130,3368,1235,4603
2015,San Francisco,06075,865107.0,638565.0,1202.8,120.8,1085.2,1589.2,803.7,399.1,19353.0,604.9,199.2,280.0,98.6,6.3,188.4,948.0,19.0,929.0,544.0,144.0,132.0,38.0,9.0,148.5,144.0,2078.1,325.4,2015,8714725645,1284590451,14.74,25928426,2655,1199,3854
2016,San Francisco,06075,873537.0,642956.0,1294.5,121.2,1182.3,1562.0,896.7,397.8,18162.0,668.0,215.9,306.6,91.6,5.2,201.3,910.0,22.0,888.0,525.0,142.0,121.0,38.0,11.0,141.5,130.0,2167.4,337.1,2016,9660346514,1372809537,14.21,29283059,2462,1137,3599
2017,San Francisco,06075,879961.0,645210.0,1247.0,109.7,1132.0,1562.0,926.2,320.8,17329.0,634.9,220.4,286.2,81.9,4.6,193.3,877.0,24.0,853.0,513.0,134.0,124.0,37.0,10.0,135.9,122.0,2074.1,321.5,2017,5245458877,1350023020,25.74,31507720,2320,954,3274
2018,San Francisco,06075,882499.0,644962.0,1269.2,118.3,1155.2,1562.0,996.4,272.8,17353.0,618.1,254.0,282.3,87.4,3.5,196.8,843.0,22.0,821.0,498.0,124.0,120.0,38.0,10.0,130.7,144.0,2064.1,320.0,2018,5840320731,,,33112507,2030,834,2864
2019,San Francisco,06075,881972.0,641738.0,1256.0,94.7,1155.8,1562.4,1065.7,190.3,17331.0,586.5,254.8,275.5,91.6,3.1,195.7,796.0,20.0,776.0,489.0,114.0,103.0,35.0,8.0,124.0,151.0,2014.8,314.0,2019,6260101702,,,39420046,1641,850,2491
2020,San Francisco,06075,870393.0,628743.0,851.3,46.8,810.1,1502.4,827.8,23.4,14384.0,385.7,184.9,186.9,64.0,2.2,135.4,,,,,,,,,,,,,2020,7030538009,,,44088481,1522,756,2278
2021,San Francisco,06075,811253.0,571212.0,805.1,51.6,760.7,1256.5,776.5,38.0,10739.0,367.0,185.3,175.4,57.9,3.7,140.9,,,,,,,,,,,,,2021,7263536774,,,47241709,880,533,1413
2022,San Francisco,06075,808437.0,567862.0,806.5,60.5,749.5,1236.0,449.4,357.1,10061.0,367.4,183.8,167.6,55.2,5.4,142.0,,,,,,,,,,,,,2022,7631440718,,,46862288,756,397,1153
2023,San Francisco,06075,808437.0,567862.0,925.2,57.9,718.6,1236.0,124.1,863.2,10031.0,342.2,176.8,153.0,51.7,5.2,162.9,,,,,,,,,,,,,2023,8267604609,,,47599779,850,334,1184
2024,San Francisco,06075,808437.0,567862.0,1177.0,,,1236.0,,1177.0,10031.0,,,,,,207.3,,,,,,,,,,,,,2024,8834408865,,,47056820,1022,317,1339
2000,San Joaquin,06077,567885.0,361473.0,1245.8,182.9,1076.3,1322.8,616.0,629.8,15070.0,302.0,420.9,487.1,38.4,3.4,344.6,3301.0,210.0,3091.0,993.0,1024.0,1026.0,29.0,40.0,913.2,2264.0,4376.7,1210.8,,,,,,,,
2001,San Joaquin,06077,591207.0,378317.0,1259.0,167.7,1091.8,1318.0,648.0,611.0,16920.0,283.6,444.2,474.2,42.7,3.1,332.8,3243.0,190.0,3053.0,967.0,995.0,1008.0,37.0,49.0,857.2,2300.0,4360.7,1152.7,,,,,,,,
2002,San Joaquin,06077,609041.0,392077.0,1211.5,158.5,1056.2,1318.0,647.2,564.3,20930.0,267.9,421.2,450.1,68.8,4.3,309.0,3347.0,194.0,3153.0,996.0,1034.0,1052.0,39.0,40.0,853.7,2359.0,4447.9,1134.5,,,,,,,,
2003,San Joaquin,06077,626778.0,405429.0,1313.5,205.2,1112.1,1318.0,753.9,559.6,19386.0,303.1,450.4,488.6,70.1,4.1,324.0,3405.0,195.0,3210.0,1029.0,1046.0,1032.0,54.0,43.0,839.9,2462.0,4700.1,1159.3,2003,660280211,183975837,27.86,14037887,370,21410,21780
2004,San Joaquin,06077,642898.0,417330.0,1263.5,207.7,1045.5,1335.4,752.2,511.3,34609.0,294.3,424.9,469.3,59.8,3.4,302.8,3336.0,204.0,3132.0,973.0,1050.0,1011.0,47.0,43.0,799.4,2540.0,4561.3,1093.0,2004,646882215,193863203,29.97,14359225,135,4451,4586
2005,San Joaquin,06077,656985.0,428054.0,1356.5,214.4,1148.6,1405.2,765.1,591.4,34273.0,345.5,480.5,481.0,42.8,5.9,316.9,3514.0,203.0,3311.0,1015.0,1122.0,1044.0,51.0,46.0,820.9,2871.0,4720.2,1102.7,2005,670993048,205267617,30.59,14128497,1877,3073,4950
2006,San Joaquin,06077,662812.0,433093.0,1439.2,206.5,1232.0,1411.0,740.4,698.8,18223.0,396.4,546.2,466.8,16.3,8.1,332.3,3671.0,232.0,3439.0,1035.0,1202.0,1059.0,60.0,44.0,847.6,3162.0,4952.5,1143.5,2006,722598997,216846543,30.01,14826988,4571,5962,10533
2007,San Joaquin,06077,668080.0,436836.0,1593.0,221.5,1362.2,1411.0,846.5,746.5,10738.0,428.8,595.1,493.4,52.0,8.6,364.7,3612.0,236.0,3376.0,1008.0,1214.0,1000.0,60.0,47.0,826.9,3150.0,5071.2,1160.9,2007,791148909,238099750,30.1,16758024,6821,7951,14772
2008,San Joaquin,06077,671692.0,439227.0,1531.8,212.6,1314.9,1411.0,758.4,773.4,32588.0,401.9,591.3,449.6,70.3,8.0,348.7,3565.0,203.0,3362.0,968.0,1245.0,960.0,52.0,44.0,811.6,3248.0,5014.1,1141.6,2008,855069902,261727526,30.61,19830842,7606,8223,15829
2009,San Joaquin,06077,677736.0,443649.0,1534.8,205.7,1323.3,1411.0,726.0,808.8,32055.0,381.1,606.3,449.9,61.5,8.8,345.9,3723.0,241.0,3482.0,1030.0,1259.0,984.0,55.0,44.0,839.2,3225.0,5062.1,1141.0,2009,859887958,273305952,31.78,21086288,7341,6167,13508
2010,San Joaquin,06077,687373.0,450540.0,1265.5,181.6,1082.4,1411.0,634.8,630.7,27115.0,298.9,503.9,378.0,56.6,5.8,280.9,3498.0,168.0,3330.0,992.0,1187.0,888.0,58.0,41.0,776.4,2840.0,4690.3,1041.0,2010,827237389,276446207,33.42,16239447,7074,6445,13519
2011,San Joaquin,06077,695657.0,456507.0,1154.2,120.6,1024.2,1411.0,576.1,578.1,30417.0,276.7,465.1,342.0,45.8,2.5,252.8,3073.0,146.0,2927.0,885.0,1053.0,730.0,61.0,31.0,673.2,2233.0,4144.7,907.9,2011,812097221,261179783,32.16,15634608,6138,5924,12062
2012,San Joaquin,06077,701991.0,459592.0,1336.5,162.1,1157.1,1418.3,689.2,647.3,24240.0,332.1,518.0,423.2,38.0,2.1,290.8,2971.0,127.0,2844.0,895.0,1008.0,683.0,62.0,31.0,646.4,922.0,4107.2,893.7,2012,799090397,259812543,32.51,15071979,6242,5575,11817
2013,San Joaquin,06077,705508.0,460806.0,1436.5,252.3,1184.2,1440.2,786.9,649.6,23937.0,338.7,533.7,460.3,61.6,3.0,311.7,3093.0,140.0,2953.0,929.0,1113.0,663.0,72.0,35.0,671.2,999.0,4473.4,970.8,2013,818915105,262245069,32.02,15216247,6764,6154,12918
2014,San Joaquin,06077,716135.0,467395.0,1425.2,202.5,1223.0,1413.4,824.8,600.4,22981.0,355.3,531.0,453.9,65.3,8.3,304.9,2998.0,129.0,2869.0,886.0,1113.0,626.0,68.0,29.0,641.4,905.0,4415.8,944.8,2014,839808559,268833522,32.01,14580255,6701,6865,13566
2015,San Joaquin,06077,728000.0,474680.0,1238.8,153.6,1072.2,1397.1,742.8,496.0,20109.0,198.3,572.9,386.7,33.3,6.7,261.0,2931.0,114.0,2817.0,873.0,1074.0,620.0,66.0,32.0,617.5,905.0,4153.2,875.0,2015,881804722,283340703,32.13,14059737,7082,7095,14177
2016,San Joaquin,06077,739966.0,482121.0,1292.8,238.1,1087.4,1403.1,705.5,587.2,21941.0,274.6,563.8,434.4,40.4,5.6,268.1,2917.0,113.0,2804.0,886.0,1057.0,615.0,71.0,32.0,605.0,853.0,4193.6,869.8,2016,880755900,292319913,33.19,16682844,8053,7598,15651
2017,San Joaquin,06077,751807.0,489103.0,1354.5,249.7,1099.3,1622.9,573.8,780.7,22101.0,486.1,444.0,383.7,32.5,8.1,276.9,2822.0,104.0,2718.0,845.0,1057.0,585.0,62.0,32.0,577.0,755.0,4105.6,839.4,2017,939688058,309093695,32.89,30962948,8577,8168,16745
2018,San Joaquin,06077,762400.0,495559.0,1273.2,187.2,1087.6,1557.2,648.2,625.0,24871.0,399.0,501.9,316.1,39.0,6.5,256.9,2790.0,100.0,2690.0,836.0,1053.0,569.0,73.0,27.0,563.0,792.0,4011.8,809.6,2018,1088651472,336440782,30.9,34278508,2283,1898,4181
2019,San Joaquin,06077,772719.0,502084.0,1364.8,139.0,1212.5,1550.0,913.1,451.7,36266.0,348.3,572.6,335.5,65.5,6.5,271.8,2747.0,115.0,2632.0,843.0,1031.0,549.0,70.0,32.0,547.1,801.0,4077.5,812.1,2019,1087421613,353363860,32.5,45095096,2311,1945,4256
2020,San Joaquin,06077,780558.0,506870.0,1351.1,114.2,1239.8,1550.0,1001.8,349.3,30224.0,344.4,575.9,334.0,68.2,8.6,266.6,,,,,,,,,,,,,2020,1178438161,374661973,31.79,48022549,2175,1923,4098
2021,San Joaquin,06077,788140.0,513017.0,1267.0,128.1,1121.1,1550.0,909.6,357.4,14632.0,314.2,510.7,324.9,66.3,10.2,247.0,,,,,,,,,,,,,2021,1279245641,394130570,30.81,48852853,1499,1529,3028
2022,San Joaquin,06077,793229.0,516813.0,1251.5,133.9,1118.9,1550.0,914.2,337.3,12567.0,308.4,542.0,302.5,67.7,8.5,242.2,,,,,,,,,,,,,2022,1410145087,422544908,29.96,53244758,1415,1271,2686
2023,San Joaquin,06077,793229.0,516813.0,1248.5,133.8,1088.2,1550.0,891.8,802.6,12305.0,297.0,557.8,273.5,64.5,5.9,241.6,,,,,,,,,,,,,2023,1430800151,468421649,32.74,52378140,1627,1488,3115
2024,San Joaquin,06077,793229.0,516813.0,1303.0,,,1550.0,,1303.0,12288.0,,,,,,252.1,,,,,,,,,,,,,2024,1640846639,485099355,29.56,61190398,1694,1473,3167
2000,San Luis Obispo,06079,247839.0,168493.0,372.5,50.1,325.1,473.5,133.9,238.6,12366.0,19.6,101.3,246.1,5.3,3.2,221.1,594.0,27.0,567.0,56.0,178.0,343.0,,5.0,352.5,461.0,942.9,559.6,,,,,,,,
2001,San Luis Obispo,06079,251462.0,172369.0,357.0,48.4,314.4,506.5,143.5,213.5,12441.0,16.5,106.1,224.2,4.5,2.8,207.1,617.0,33.0,584.0,63.0,194.0,345.0,,,357.9,496.0,953.8,553.4,,,,,,,,
2002,San Luis Obispo,06079,253083.0,174684.0,404.8,53.9,353.4,461.1,177.2,227.5,12402.0,14.2,119.6,256.5,5.1,2.7,231.7,663.0,21.0,642.0,66.0,220.0,354.0,,,379.5,489.0,1060.0,606.8,,,,,,,,
2003,San Luis Obispo,06079,254674.0,176576.0,439.8,66.7,355.3,468.1,198.1,241.6,13266.0,16.7,109.3,288.8,5.1,2.2,249.0,653.0,34.0,619.0,67.0,197.0,374.0,,,369.8,473.0,1066.1,603.8,2003,295599572,87074632,29.46,3177215,1965,1657,3622
2004,San Luis Obispo,06079,256842.0,178950.0,459.0,77.7,371.3,512.7,188.7,270.3,15236.0,18.0,117.2,306.5,3.6,2.1,256.5,705.0,44.0,661.0,75.0,221.0,391.0,,,394.0,528.0,1152.6,644.1,2004,328975787,92347084,28.07,2934437,2126,1860,3986
2005,San Luis Obispo,06079,258615.0,180918.0,514.5,72.5,429.0,517.9,196.7,317.8,18395.0,23.1,138.8,332.9,3.7,2.0,284.4,745.0,57.0,688.0,77.0,227.0,423.0,,9.0,411.8,618.0,1251.4,691.7,2005,345122204,97070028,28.13,3140572,2235,1890,4125
2006,San Luis Obispo,06079,260498.0,182734.0,535.8,71.5,476.3,518.0,212.6,323.2,24099.0,24.7,164.7,349.4,7.0,1.4,293.2,770.0,53.0,717.0,78.0,238.0,438.0,,,421.4,636.0,1301.2,712.1,2006,367201092,110114310,29.99,3533795,1547,945,2492
2007,San Luis Obispo,06079,262770.0,184118.0,520.5,79.4,457.6,518.0,226.9,293.6,16828.0,30.4,168.1,328.0,6.9,1.5,282.7,785.0,41.0,744.0,89.0,242.0,433.0,,,426.4,615.0,1287.9,699.5,2007,381503018,115109932,30.17,4645028,1873,1204,3077
2008,San Luis Obispo,06079,266358.0,186060.0,492.5,77.5,417.5,518.0,240.4,252.1,13341.0,30.0,139.0,317.3,5.4,1.5,264.7,767.0,33.0,734.0,103.0,207.0,436.0,,,412.2,592.0,1248.4,671.0,2008,390424830,120080134,30.76,12417700,1946,1224,3170
2009,San Luis Obispo,06079,268145.0,186652.0,507.5,81.0,431.7,518.0,259.9,247.6,12278.0,30.3,147.0,323.0,6.2,2.2,271.9,797.0,52.0,745.0,98.0,227.0,449.0,,,427.0,609.0,1293.8,693.1,2009,392019596,122510710,31.25,10410131,2067,1170,3237
2010,San Luis Obispo,06079,269815.0,187240.0,479.2,72.1,409.1,518.0,261.8,217.4,11784.0,29.7,148.7,290.1,4.4,2.9,256.0,779.0,35.0,744.0,108.0,234.0,417.0,,,416.0,613.0,1251.9,668.6,2010,417813607,119908177,28.7,9831677,1260,699,1959
2011,San Luis Obispo,06079,271064.0,187510.0,553.5,88.6,465.6,530.6,294.9,258.6,11619.0,29.9,151.8,359.0,2.8,4.1,295.2,713.0,33.0,680.0,112.0,211.0,369.0,0.0,7.0,380.2,487.0,1261.6,672.8,2011,391370573,123535265,31.56,9780546,1390,636,2026
2012,San Luis Obispo,06079,274205.0,188462.0,628.8,106.3,534.7,581.6,329.2,299.6,13848.0,35.7,158.1,429.0,5.0,5.0,333.6,629.0,22.0,607.0,96.0,204.0,314.0,0.0,6.0,333.8,179.0,1213.1,643.7,2012,391563019,125304958,32.0,9873964,1427,726,2153
2013,San Luis Obispo,06079,275732.0,187965.0,694.0,111.6,583.4,599.4,375.0,319.0,12997.0,31.2,181.5,464.4,6.6,3.8,369.2,691.0,29.0,662.0,92.0,211.0,367.0,,,367.6,245.0,1166.4,620.5,2013,391448982,131286887,33.54,11167531,1675,694,2369
2014,San Luis Obispo,06079,278277.0,188343.0,666.2,97.9,582.8,670.8,342.7,323.6,12216.0,25.7,189.6,451.7,4.7,3.4,353.7,722.0,34.0,688.0,84.0,243.0,376.0,,,383.3,248.0,1207.0,640.9,2014,409541806,134394650,32.82,12116417,1657,651,2308
2015,San Luis Obispo,06079,280153.0,187975.0,534.5,65.1,458.9,787.6,268.0,266.5,11080.0,21.7,155.2,337.1,3.9,3.0,284.3,681.0,26.0,655.0,89.0,222.0,350.0,,,362.3,200.0,1201.6,639.2,2015,441832897,139918295,31.67,12896658,1291,848,2139
2016,San Luis Obispo,06079,281865.0,187738.0,542.0,76.2,469.8,818.0,299.6,242.4,11337.0,25.2,166.2,342.9,4.9,3.0,288.7,681.0,36.0,645.0,80.0,235.0,349.0,4.0,6.0,362.7,222.0,1223.0,651.4,2016,499416757,148546458,29.74,14559475,1122,800,1922
2017,San Luis Obispo,06079,282376.0,186775.0,571.5,88.1,488.7,902.0,303.9,267.6,11419.0,30.5,173.2,369.8,5.3,3.2,306.0,688.0,36.0,652.0,74.0,247.0,342.0,5.0,11.0,368.4,221.0,1259.5,674.3,2017,492394288,155563727,31.59,15090637,1125,739,1864
2018,San Luis Obispo,06079,283146.0,185975.0,527.8,83.5,450.8,888.0,287.3,240.4,11498.0,32.3,156.9,345.1,,,283.8,663.0,29.0,634.0,74.0,236.0,330.0,5.0,9.0,356.5,220.0,1190.8,640.3,2018,587856658,165004769,28.07,15105497,1014,583,1597
2019,San Luis Obispo,06079,282612.0,183993.0,539.0,78.8,464.5,804.0,262.7,276.3,10771.0,35.5,155.9,351.8,,,292.9,649.0,31.0,618.0,66.0,226.0,332.0,7.0,10.0,352.7,238.0,1188.0,645.7,2019,535979423,179638476,33.52,15340785,1169,609,1778
2020,San Luis Obispo,06079,281879.0,181985.0,427.6,51.4,377.3,797.0,165.0,262.6,9209.0,27.6,131.8,268.3,2.1,,234.9,,,,,,,,,,,,,2020,591728983,198905795,33.61,16713996,978,438,1416
2021,San Luis Obispo,06079,279298.0,178348.0,396.2,44.1,350.1,797.0,135.3,260.9,6605.0,20.3,132.7,238.8,2.4,,222.2,,,,,,,,,,,,,2021,598039291,192871006,32.25,16195685,891,236,1127
2022,San Luis Obispo,06079,282013.0,179857.0,422.5,50.3,368.0,797.0,175.4,247.1,6491.0,21.9,140.7,248.1,5.2,1.9,234.9,,,,,,,,,,,,,2022,668380334,203020064,30.37,17793003,1011,229,1240
2023,San Luis Obispo,06079,282013.0,179857.0,431.0,57.6,380.4,797.0,225.5,318.3,7869.0,28.8,148.0,248.3,7.9,2.0,239.6,,,,,,,,,,,,,2023,764771144,223837112,29.27,19261636,998,319,1317
2024,San Luis Obispo,06079,282013.0,179857.0,442.0,,,797.0,,442.0,7986.0,,,,,,245.8,,,,,,,,,,,,,2024,783088238,234345374,29.93,19674007,1060,295,1355
2000,San Mateo,06081,707820.0,483319.0,1102.8,131.1,954.6,1044.4,478.5,624.2,17085.0,246.5,331.9,304.1,96.7,3.1,228.2,1827.0,108.0,1719.0,694.0,408.0,507.0,99.0,17.0,378.0,1543.0,2911.8,602.5,,,,,,,,
2001,San Mateo,06081,705621.0,483351.0,1081.5,134.6,943.9,1138.5,510.2,571.3,15561.0,240.8,318.3,305.6,104.9,1.0,223.8,1798.0,124.0,1674.0,676.0,416.0,488.0,101.0,15.0,372.0,1537.0,2817.4,582.9,,,,,,,,
2002,San Mateo,06081,697628.0,477496.0,1032.5,119.4,906.9,1378.1,507.6,524.9,14612.0,209.4,300.8,299.3,97.7,1.2,216.2,1810.0,129.0,1681.0,651.0,423.0,516.0,101.0,14.0,379.1,1559.0,2707.8,567.1,,,,,,,,
2003,San Mateo,06081,693057.0,473241.0,1072.0,126.1,943.4,1030.0,551.5,520.5,15795.0,223.1,321.2,304.4,98.9,1.5,226.5,1737.0,112.0,1625.0,604.0,426.0,470.0,101.0,16.0,367.0,1463.0,2675.9,565.5,2003,648225288,216931210,33.47,3239566,5466,5755,11221
2004,San Mateo,06081,690161.0,470501.0,1113.5,141.7,965.6,846.2,600.3,513.2,18291.0,241.5,338.8,304.5,99.6,1.8,236.7,1748.0,120.0,1628.0,587.0,431.0,456.0,113.0,18.0,371.5,1429.0,2725.1,579.2,2004,713517804,235182135,32.96,3139464,6191,6127,12318
2005,San Mateo,06081,690078.0,470621.0,1087.8,144.6,935.4,833.9,591.7,496.1,19119.0,243.5,360.3,313.0,97.2,2.2,231.1,1868.0,127.0,1741.0,605.0,479.0,490.0,104.0,20.0,396.9,1561.0,2834.2,602.2,2005,719411772,246661467,34.29,3830426,6479,6180,12659
2006,San Mateo,06081,690176.0,471773.0,1130.0,143.1,975.1,834.0,608.1,521.9,18943.0,261.7,398.2,326.4,101.1,2.7,239.5,1900.0,142.0,1758.0,627.0,497.0,488.0,99.0,19.0,402.7,1654.0,2963.2,628.1,2006,751072843,258547722,34.42,3963401,4655,2523,7178
2007,San Mateo,06081,693849.0,474531.0,1207.8,158.4,1057.3,834.0,733.0,474.7,19063.0,263.3,420.7,325.7,104.8,2.6,254.5,1809.0,138.0,1671.0,585.0,513.0,431.0,107.0,16.0,381.2,1562.0,2999.2,632.0,2007,827651517,288808542,34.89,5223563,4802,2501,7303
2008,San Mateo,06081,703830.0,480685.0,1125.8,140.0,981.0,831.0,750.0,375.8,19156.0,230.7,389.2,277.7,96.1,2.1,234.2,1783.0,115.0,1668.0,566.0,511.0,437.0,99.0,14.0,370.9,1431.0,2903.4,604.0,2008,863662606,299152776,34.64,3648363,4896,2153,7049
2009,San Mateo,06081,713617.0,486607.0,1094.2,123.8,967.2,822.0,745.7,348.5,17420.0,212.5,389.8,263.6,95.4,1.8,224.9,1680.0,104.0,1576.0,519.0,480.0,382.0,96.0,14.0,345.2,1334.0,2747.7,564.7,2009,890777037,309161332,34.71,4194158,4976,1851,6827
2010,San Mateo,06081,720063.0,489583.0,1041.8,120.8,913.2,833.0,730.4,311.4,13978.0,190.7,375.2,252.0,92.2,1.5,212.8,1561.0,93.0,1468.0,488.0,451.0,363.0,92.0,12.0,318.8,1210.0,2483.3,507.2,2010,889585570,313562279,35.25,1902697,4996,1607,6603
2011,San Mateo,06081,729464.0,495218.0,979.8,124.3,854.7,834.0,676.4,303.3,12815.0,206.7,338.9,238.7,88.8,1.2,197.8,1485.0,87.0,1398.0,437.0,454.0,329.0,99.0,12.0,299.9,1022.0,2353.6,475.3,2011,978119250,332944146,34.04,729759,4814,1560,6374
2012,San Mateo,06081,740651.0,500907.0,988.5,131.6,850.4,834.0,628.3,360.2,16955.0,231.3,339.1,276.1,97.3,1.1,197.3,1252.0,47.0,1205.0,360.0,396.0,257.0,89.0,13.0,249.9,311.0,2178.2,434.9,2012,905698898,332207885,36.68,0,4386,1535,5921
2013,San Mateo,06081,750460.0,506614.0,1057.2,140.8,914.9,834.0,683.8,373.4,17050.0,241.1,341.3,319.8,120.2,1.0,208.7,1273.0,46.0,1227.0,366.0,427.0,255.0,87.0,12.0,251.3,362.0,2270.6,448.2,2013,941617364,330890236,35.14,2052254,4024,1527,5551
2014,San Mateo,06081,759342.0,511484.0,1036.5,127.2,908.0,834.0,563.4,473.1,17015.0,244.5,356.5,294.9,115.7,1.5,202.6,1278.0,57.0,1221.0,352.0,431.0,266.0,99.0,16.0,249.9,364.0,2304.9,450.6,2014,1065515985,346368220,32.51,5521570,3733,1676,5409
2015,San Mateo,06081,767551.0,516541.0,862.0,95.0,766.0,884.6,301.6,560.4,15154.0,198.3,316.8,226.1,88.7,2.4,166.9,1246.0,50.0,1196.0,324.0,436.0,258.0,102.0,10.0,241.2,340.0,2084.0,403.5,2015,1097632379,357428722,32.56,9643734,3165,1784,4949
